一级单位,二级单位,三级单位,清单ID,排放源名称,清单属性,上级排放源序号,上级排放源名称,上级排放源编号
原料烧结厂,原料烧结厂八车间,1#C料场,JSSG_QD_YS8_1341,R-4机尾,简单运输,上级排放源名称1,无,JSSG_QD_YS8_0000
原料烧结厂,原料烧结厂八车间,1#C料场,JSSG_QD_YS8_1342,R-1,简单运输,上级排放源名称1,R-1皮带受料点(RZ2-2给料),JSSG_QD_YS8_1254
原料烧结厂,原料烧结厂八车间,1#C料场,JSSG_QD_YS8_1343,R-2,简单运输,上级排放源名称1,R-2皮带受料(RZ2-2给料),JSSG_QD_YS8_1253
原料烧结厂,原料烧结厂八车间,1#C料场,JSSG_QD_YS8_1344,R-3机头,简单运输,上级排放源名称1,R-3机尾,JSSG_QD_YS8_1340
原料烧结厂,原料烧结厂八车间,1#C料场,JSSG_QD_YS8_1345,R-4机头,简单运输,上级排放源名称1,R-4机尾,JSSG_QD_YS8_1341
原料烧结厂,原料烧结厂八车间,6#料场,JSSG_QD_YS8_1347,汽车受料槽,简单运输,上级排放源名称1,汽车运输,JSSG_QD_YS8_0000
原料烧结厂,原料烧结厂八车间,6#料场,JSSG_QD_YS8_1348,YB01,简单运输,上级排放源名称1,汽车受料槽,JSSG_QD_YS8_1347
原料烧结厂,原料烧结厂八车间,6#料场,JSSG_QD_YS8_1349,YB02,简单运输,上级排放源名称1,YB01,JSSG_QD_YS8_1348
原料烧结厂,原料烧结厂八车间,6#料场,JSSG_QD_YS8_1350,YB03,简单运输,上级排放源名称1,YB02,JSSG_QD_YS8_1349
原料烧结厂,原料烧结厂八车间,6#料场,JSSG_QD_YS8_1388,@YS8_原料仓,料仓,上级排放源名称1,YB03,JSSG_QD_YS8_1350
原料烧结厂,原料烧结厂八车间,6#料场,JSSG_QD_YS8_1351,原料振动筛,简单运输,上级排放源名称1,CB02机头,JSSG_QD_YS8_1362
原料烧结厂,原料烧结厂八车间,6#料场,JSSG_QD_YS8_1352,原料振动筛皮带,简单运输,上级排放源名称1,原料振动筛,JSSG_QD_YS8_1351
原料烧结厂,原料烧结厂八车间,6#料场,JSSG_QD_YS8_1353,原料给料机,简单运输,上级排放源名称1,@YS8_原料仓,JSSG_QD_YS8_1388
原料烧结厂,原料烧结厂八车间,6#料场,JSSG_QD_YS8_1354,PB01,简单运输,上级排放源名称1,原料给料机,JSSG_QD_YS8_1353
原料烧结厂,原料烧结厂八车间,6#料场,JSSG_QD_YS8_1355,破碎机,简单运输,上级排放源名称1,PB01,JSSG_QD_YS8_1354
原料烧结厂,原料烧结厂八车间,6#料场,JSSG_QD_YS8_1357,成品振动筛,简单运输,上级排放源名称1,PB02,JSSG_QD_YS8_1358
原料烧结厂,原料烧结厂八车间,6#料场,JSSG_QD_YS8_1358,PB02,简单运输,上级排放源名称1,破碎机,JSSG_QD_YS8_1355
原料烧结厂,原料烧结厂八车间,6#料场,JSSG_QD_YS8_1359,CB01机尾,简单运输,上级排放源名称1,成品振动筛,JSSG_QD_YS8_1357
原料烧结厂,原料烧结厂八车间,6#料场,JSSG_QD_YS8_1360,CB01机头,简单运输,上级排放源名称1,CB01机尾,JSSG_QD_YS8_1359
原料烧结厂,原料烧结厂八车间,6#料场,JSSG_QD_YS8_1361,CB02机尾,简单运输,上级排放源名称1,CB01机头,JSSG_QD_YS8_1360
原料烧结厂,原料烧结厂八车间,6#料场,JSSG_QD_YS8_1362,CB02机头,简单运输,上级排放源名称1,CB02机尾,JSSG_QD_YS8_1361
原料烧结厂,原料烧结厂八车间,6#料场,JSSG_QD_YS8_1363,WB01机尾,简单运输,上级排放源名称1,@YS8_成品仓,JSSG_QD_YS8_1389
原料烧结厂,原料烧结厂八车间,6#料场,JSSG_QD_YS8_1364,WB01机头,简单运输,上级排放源名称1,WB01机尾,JSSG_QD_YS8_1363
原料烧结厂,原料烧结厂八车间,6#料场,JSSG_QD_YS8_1365,WB02机尾,简单运输,上级排放源名称1,WB01机头,JSSG_QD_YS8_1364
原料烧结厂,原料烧结厂八车间,6#料场,JSSG_QD_YS8_1366,WB02机头,简单运输,上级排放源名称1,WB02机尾,JSSG_QD_YS8_1365
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1039,G204-2,简单运输,上级排放源名称2,G203至G204-2落料点,JSSG_QD_YS1_1035
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1040,G103-2,简单运输,上级排放源名称2,G103-1至G103-2皮带落料点,JSSG_QD_YS1_1150
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1043,槽前6号,简单运输,上级排放源名称2,G103-2至槽6皮带落料点,JSSG_QD_YS1_1199
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1044,槽前5号,简单运输,上级排放源名称2,G103-2至槽5皮带落料点,JSSG_QD_YS1_1200
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1049,G301R,简单运输,上级排放源名称2,Y201R至老G301R皮带落料点,JSSG_QD_YS1_1163
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1050,G204-1,简单运输,上级排放源名称2,J203至G103-1、G204-1皮带落料点,JSSG_QD_YS1_1151
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1051,G203,简单运输,上级排放源名称2,G202R皮带至G203皮带落料点,JSSG_QD_YS1_1158
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1054,G102,简单运输,上级排放源名称2,G202R皮带至G102皮带落料点,JSSG_QD_YS1_1157
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1058,BY10,简单运输,上级排放源名称2,BY07A至BY10皮带落料点,JSSG_QD_YS1_1001
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1068,Y202头部料斗,简单运输,上级排放源名称2,Y204至Y202皮带落料点,JSSG_QD_YS1_1023
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1069,Y205头部料斗,简单运输,上级排放源名称2,Y205焦贮仓1-2仓,JSSG_QD_YS1_1256
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1070,Y204头部料斗,简单运输,上级排放源名称2,Y204焦贮仓11#小仓,JSSG_QD_YS1_1298
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1072,Y201头部料斗,简单运输,上级排放源名称2,焦炭筛分至Y201皮带落料点2,JSSG_QD_YS1_1214
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1086,2BC头部料斗,简单运输,上级排放源名称2,桥基至2BC落料点2,JSSG_QD_YS1_1013
原料烧结厂,原料烧结厂一车间,污泥处理站,JSSG_QD_YS1_1089,污泥2#头部料斗,简单运输,上级排放源名称2,污泥反矿仓至污泥2#皮带落料点,JSSG_QD_YS1_1127
原料烧结厂,原料烧结厂一车间,污泥处理站,JSSG_QD_YS1_1091,污泥7#头部料斗,简单运输,上级排放源名称2,污泥8#至污泥7#皮带落料点,JSSG_QD_YS1_1132
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1109,KY-1头部料斗,简单运输,上级排放源名称2,桥基至KY-1落料点2,JSSG_QD_YS1_1015
原料烧结厂,原料烧结厂一车间,2#料场,JSSG_QD_YS1_1112,Y201R头部料斗,简单运输,上级排放源名称2,S8至Y201R皮带落料点,JSSG_QD_YS1_1008
原料烧结厂,原料烧结厂一车间,2#料场,JSSG_QD_YS1_1115,BC-1头部料斗,简单运输,上级排放源名称2,桥基至BC-1落料点2,JSSG_QD_YS1_1011
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1147,缓冲仓至HK106皮带落料点,简单运输,上级排放源名称2,缓冲仓2#仓,JSSG_QD_YS1_1362
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1148,缓冲仓至HK105皮带落料点,简单运输,上级排放源名称2,缓冲仓2#仓,JSSG_QD_YS1_1362
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1219,B104机尾,简单运输,上级排放源名称2,B104受料，自Y207R,JSSG_QD_YS1_1220
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1231,G104机头,简单运输,上级排放源名称2,G104受料，自G302,JSSG_QD_YS1_1229
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1234,供料1#皮带机头,简单运输,上级排放源名称2,供料1#皮带，自G104,JSSG_QD_YS1_1233
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1244,4#炉焦炭皮带机尾,简单运输,上级排放源名称2,槽前2#皮带机头,JSSG_QD_YS1_1242
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1245,3#炉焦炭皮带机尾,简单运输,上级排放源名称2,槽前2#皮带机头,JSSG_QD_YS1_1242
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1246,4#炉矿石1#皮带,简单运输,上级排放源名称2,槽前2#皮带机头,JSSG_QD_YS1_1242
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1247,3#炉矿石1#皮带,简单运输,上级排放源名称2,槽前2#皮带机头,JSSG_QD_YS1_1242
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1248,4#炉矿石2#皮带,简单运输,上级排放源名称2,槽前2#皮带机头,JSSG_QD_YS1_1242
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1249,3#炉矿石2#皮带,简单运输,上级排放源名称2,槽前2#皮带机头,JSSG_QD_YS1_1242
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1256,Y205焦贮仓1-2仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1257,Y205焦贮仓1-3仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1258,Y205焦贮仓1-4仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1259,Y205焦贮仓1-5仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1260,Y205焦贮仓1-6仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1261,Y205焦贮仓1-7仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1262,Y205焦贮仓1-8仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1263,Y205焦贮仓1-9仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1264,Y205焦贮仓1-10仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1265,Y205焦贮仓1-11仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1266,Y205焦贮仓2-1仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1267,Y205焦贮仓2-2仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1268,Y205焦贮仓2-3仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1269,Y205焦贮仓2-4仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1270,Y205焦贮仓2-5仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1271,Y205焦贮仓2-6仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1272,Y205焦贮仓2-7仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1273,Y205焦贮仓2-8仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1274,Y205焦贮仓2-9仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1275,Y205焦贮仓2-10仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1276,Y205焦贮仓3-1仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1277,Y205焦贮仓3-2仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1278,Y205焦贮仓3-3仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1279,Y205焦贮仓3-4仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1280,Y205焦贮仓3-5仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1281,Y205焦贮仓3-6仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1282,Y205焦贮仓3-7仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1283,Y205焦贮仓3-8仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1284,Y205焦贮仓4-1仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1285,Y205焦贮仓4-2仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1286,Y205焦贮仓4-3仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1287,Y205焦贮仓4-4仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1288,Y205焦贮仓4-5仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1289,Y205焦贮仓4-6仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1290,Y205焦贮仓4-7仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1291,Y205焦贮仓4-8仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1292,Y205焦贮仓5#小仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1293,Y205焦贮仓6#小仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1294,Y205焦贮仓7#小仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1295,Y205焦贮仓8#小仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1296,Y205焦贮仓9#小仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1297,Y205焦贮仓10#小仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1298,Y204焦贮仓11#小仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1299,Y204焦贮仓12#小仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1300,Y204焦贮仓13#小仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1301,Y204焦贮仓14#小仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1302,Y204焦贮仓15#小仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1303,Y204焦贮仓16#小仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1304,Y204焦贮仓1-1仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1305,Y204焦贮仓1-2仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1306,Y204焦贮仓1-3仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1307,Y204焦贮仓1-4仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1308,Y204焦贮仓1-5仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1309,Y204焦贮仓1-6仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1310,Y204焦贮仓1-7仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1311,Y204焦贮仓1-8仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1312,Y204焦贮仓1-9仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1313,Y204焦贮仓1-10仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1314,Y204焦贮仓1-11仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1315,Y204焦贮仓2-1仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1316,Y204焦贮仓2-2仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1317,Y204焦贮仓2-3仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1318,Y204焦贮仓2-4仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1319,Y204焦贮仓2-5仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1320,Y204焦贮仓2-6仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1321,Y204焦贮仓2-7仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1322,Y204焦贮仓2-8仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1323,Y204焦贮仓2-9仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1324,Y204焦贮仓2-10仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1325,Y204焦贮仓3-1仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1326,Y204焦贮仓3-2仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1327,Y204焦贮仓3-3仓,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1328,Y204焦贮仓3-4仓落料点,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1329,Y204焦贮仓3-5仓落料点,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1330,Y204焦贮仓3-6仓落料点,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1331,Y204焦贮仓3-7仓落料点,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1332,Y204焦贮仓3-8仓落料点,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1333,Y204焦贮仓4-1仓落料点,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1334,Y204焦贮仓4-2仓落料点,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1335,Y204焦贮仓4-3仓落料点,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1336,Y204焦贮仓4-4仓落料点,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1337,Y204焦贮仓4-5仓落料点,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1338,Y204焦贮仓4-6仓落料点,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1339,Y204焦贮仓4-7仓落料点,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1340,Y204焦贮仓4-8仓落料点,料仓,上级排放源名称2,焦3皮带布料小车,JSSG_QD_YS1_1343
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1346,焦1机头,简单运输,上级排放源名称2,焦1机尾,JSSG_QD_YS1_1347
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1348,Y203机头,简单运输,上级排放源名称2,Y201至Y203皮带落料点,JSSG_QD_YS1_1211
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1353,Y206机头,简单运输,上级排放源名称2,Y206受料，自Y205,JSSG_QD_YS1_1352
原料烧结厂,原料烧结厂三车间,3#烧结,JSSG_QD_YS3_1026,PL-7机尾,简单运输,上级排放源名称2,Z7-1受料，自S-2筛,JSSG_QD_YS3_1284
原料烧结厂,原料烧结厂三车间,3#烧结,JSSG_QD_YS3_1082,H1-1皮带机头,简单运输,上级排放源名称2,（PLG2）称量皮带至H1-1,JSSG_QD_YS3_1032
原料烧结厂,原料烧结厂三车间,3#烧结,JSSG_QD_YS3_1094,3#烧结机机头,简单运输,上级排放源名称2,S-4机头,JSSG_QD_YS3_1088
原料烧结厂,原料烧结厂三车间,3#烧结,JSSG_QD_YS3_1156,S-6机头,简单运输,上级排放源名称2,S-6受料，自F202,JSSG_QD_YS3_1120
原料烧结厂,原料烧结厂三车间,3#烧结,JSSG_QD_YS3_1157,S-5机头,简单运输,上级排放源名称2,S-5受料，自F102,JSSG_QD_YS3_1097
原料烧结厂,原料烧结厂三车间,3#烧结,JSSG_QD_YS3_1161,Z14-1机头,简单运输,上级排放源名称2,Z14-1受料，自S-5,JSSG_QD_YS3_1159
原料烧结厂,原料烧结厂三车间,3#烧结,JSSG_QD_YS3_1166,Z15-1机头,简单运输,上级排放源名称2,Z15-1受料，自板式给矿机,JSSG_QD_YS3_1167
