一级单位,二级单位,三级单位,清单ID,排放源名称,清单属性,上级排放源序号,上级排放源名称,上级排放源编号
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1581,@YS4_4S_成品2#仓,料仓,上级排放源名称1,8CP-2皮带受料（8CP-1给料）,JSSG_QD_YS4_1481
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1284,4#机成品2#仓至给料机至12-1皮带,简单运输,上级排放源名称1,@YS4_4S_成品2#仓,JSSG_QD_YS4_1581
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1582,@YS4_4S_成品3#仓,料仓,上级排放源名称1,8CP-2皮带受料（8CP-1给料）,JSSG_QD_YS4_1481
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1285,4#机成品3#仓至给料机至12-1皮带,简单运输,上级排放源名称1,@YS4_4S_成品3#仓,JSSG_QD_YS4_1582
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1583,@YS4_4S_成品4#仓,料仓,上级排放源名称1,8CP-2皮带受料（8CP-1给料）,JSSG_QD_YS4_1481
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1286,4#机成品4#仓至给料机至12-1皮带,简单运输,上级排放源名称1,@YS4_4S_成品4#仓,JSSG_QD_YS4_1583
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1584,@YS4_4S_成品5#仓,料仓,上级排放源名称1,8CP-2皮带受料（8CP-1给料）,JSSG_QD_YS4_1481
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1287,4#机成品5#仓至给料机至12-1皮带,简单运输,上级排放源名称1,@YS4_4S_成品5#仓,JSSG_QD_YS4_1584
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1585,@YS4_4S_成品6#仓,料仓,上级排放源名称1,8CP-2皮带受料（8CP-1给料）,JSSG_QD_YS4_1481
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1288,4#机成品6#仓至给料机至12-1皮带,简单运输,上级排放源名称1,@YS4_4S_成品6#仓,JSSG_QD_YS4_1585
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1289,汽车受料槽受料1#仓,料仓,上级排放源名称1,汽车运输,JSSG_QD_YS4_0000
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1290,汽车受料槽受料2#仓,料仓,上级排放源名称1,汽车运输,JSSG_QD_YS4_0000
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1291,汽车受料槽受料3#仓,料仓,上级排放源名称1,汽车运输,JSSG_QD_YS4_0000
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1292,汽车受料槽1#仓给料至1-1皮带,简单运输,上级排放源名称1,汽车受料槽受料1#仓,JSSG_QD_YS4_1289
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1293,汽车受料槽2#仓给料至1-1皮带,简单运输,上级排放源名称1,汽车受料槽受料2#仓,JSSG_QD_YS4_1290
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1294,汽车受料槽3#仓给料至1-1皮带,简单运输,上级排放源名称1,汽车受料槽受料3#仓,JSSG_QD_YS4_1291
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1295,1-1皮带机头给料接2-4皮带,简单运输,上级排放源名称1,汽车受料槽1#仓给料至1-1皮带,JSSG_QD_YS4_1292
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1296,2-4皮带机尾受料（1-1给料）,简单运输,上级排放源名称1,1-1皮带机头给料接2-4皮带,JSSG_QD_YS4_1295
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1297,2-4皮带机头给料接RC-1,简单运输,上级排放源名称1,2-4皮带机尾受料（1-1给料）,JSSG_QD_YS4_1296
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1298,RC-1皮带受料（2-4给料）,简单运输,上级排放源名称1,2-4皮带机头给料接RC-1,JSSG_QD_YS4_1297
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1299,RC-1皮带受料（2-3给料）,简单运输,上级排放源名称1,2-1皮带机头给料接15-2,JSSG_QD_YS4_1469
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1300,15-1皮带机尾受料（2-2给料）,简单运输,上级排放源名称1,2-2皮带机头给料接15-1,JSSG_QD_YS4_1468
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1301,15-2皮带受料点（2-1给料）,简单运输,上级排放源名称1,2-1皮带机头给料接15-2,JSSG_QD_YS4_1469
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1302,15-2皮带机头给料接PL-2G,简单运输,上级排放源名称1,15-1皮带机尾受料（2-2给料）,JSSG_QD_YS4_1300
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1303,15-1皮带机头给料接PL-1G皮带,简单运输,上级排放源名称1,15-1皮带机尾受料（2-2给料）,JSSG_QD_YS4_1300
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1304,PL-2G皮带机尾受料点（15-2给料）,简单运输,上级排放源名称1,15-2皮带机头给料接PL-2G,JSSG_QD_YS4_1302
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1305,PL-1G皮带机尾受料（15-1给料）,简单运输,上级排放源名称1,15-1皮带机头给料接PL-1G皮带,JSSG_QD_YS4_1303
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1306,PL-2G皮带机尾受料点（10-1给料）,简单运输,上级排放源名称1,10-1皮带机头给料接PL-2G,JSSG_QD_YS4_1269
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1307,8H2-1皮带机头给料至二次混合机,简单运输,上级排放源名称1,一次混合机出口至8H2-1落料,JSSG_QD_YS4_1249
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1308,二次混合机出口至8S-3皮带落料,简单运输,上级排放源名称1,8#烧结机二次混合机,JSSG_QD_YS4_2018
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1572,@YS4_8S_成品1#仓,料仓,上级排放源名称1,8CP-2给料至仓（8个）,JSSG_QD_YS4_1483
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1309,8#成品1#仓至RZ-1皮带落料,简单运输,上级排放源名称1,@YS4_8S_成品1#仓,JSSG_QD_YS4_1572
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1573,@YS4_8S_成品2#仓,料仓,上级排放源名称1,8CP-2给料至仓（8个）,JSSG_QD_YS4_1483
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1310,8#成品2#仓至RZ-1皮带落料,简单运输,上级排放源名称1,@YS4_8S_成品2#仓,JSSG_QD_YS4_1573
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1574,@YS4_8S_成品3#仓,料仓,上级排放源名称1,8CP-2给料至仓（8个）,JSSG_QD_YS4_1483
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1311,8#成品3#仓至RZ-1皮带落料,简单运输,上级排放源名称1,@YS4_8S_成品3#仓,JSSG_QD_YS4_1574
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1575,@YS4_8S_成品4#仓,料仓,上级排放源名称1,8CP-2给料至仓（8个）,JSSG_QD_YS4_1483
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1312,8#成品4#仓至RZ-1皮带落料,简单运输,上级排放源名称1,@YS4_8S_成品4#仓,JSSG_QD_YS4_1575
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1576,@YS4_8S_成品5#仓,料仓,上级排放源名称1,8CP-2给料至仓（8个）,JSSG_QD_YS4_1483
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1313,8#成品5#仓至RZ-1皮带落料,简单运输,上级排放源名称1,@YS4_8S_成品5#仓,JSSG_QD_YS4_1576
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1577,@YS4_8S_成品6#仓,料仓,上级排放源名称1,8CP-2给料至仓（8个）,JSSG_QD_YS4_1483
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1314,8#成品6#仓至RZ-1皮带落料,简单运输,上级排放源名称1,@YS4_8S_成品6#仓,JSSG_QD_YS4_1577
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1578,@YS4_8S_成品7#仓,料仓,上级排放源名称1,8CP-2给料至仓（8个）,JSSG_QD_YS4_1483
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1315,8#成品7#仓至RZ-1皮带落料,简单运输,上级排放源名称1,@YS4_8S_成品7#仓,JSSG_QD_YS4_1578
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1579,@YS4_8S_成品8#仓,料仓,上级排放源名称1,8CP-2给料至仓（8个）,JSSG_QD_YS4_1483
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1316,8#成品8#仓至RZ-1皮带落料,简单运输,上级排放源名称1,@YS4_8S_成品8#仓,JSSG_QD_YS4_1579
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1317,8SZ1-1皮带机尾受料（8DL-3给料）,简单运输,上级排放源名称1,8DL-3皮带机头给料接8SZ1-1,JSSG_QD_YS4_1318
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1318,8DL-3皮带机头给料接8SZ1-1,简单运输,上级排放源名称1,板式给矿机机头给料接8DL-3,JSSG_QD_YS4_1319
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1319,板式给矿机机头给料接8DL-3,简单运输,上级排放源名称1,带冷机机头给料接板式给矿机,JSSG_QD_YS4_1321
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1320,DL-1、带冷机至板式给矿机落料,简单运输,上级排放源名称1,带冷机撒料至DL-1落料,JSSG_QD_YS4_1323
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1321,带冷机机头给料接板式给矿机,简单运输,上级排放源名称1,@YS4_8S_8#烧结机带冷机,JSSG_QD_YS4_2022
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1322,DL-1皮带机头给料接板式给矿机,简单运输,上级排放源名称1,带冷机撒料至DL-1落料,JSSG_QD_YS4_1323
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1323,带冷机撒料至DL-1落料,简单运输,上级排放源名称1,@YS4_8S_8#烧结机带冷机,JSSG_QD_YS4_2022
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1324,管带机机尾受料（RZ-1给料）,简单运输,上级排放源名称1,RZ-1皮带机头给料（接管带机）,JSSG_QD_YS4_1325
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1325,RZ-1皮带机头给料（接管带机）,简单运输,上级排放源名称1,8#成品1#仓至RZ-1皮带落料,JSSG_QD_YS4_1309
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1326,8#烧结201卸灰阀下料点至S-7,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1327,8#烧结202卸灰阀下料点至S-7,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1328,8#烧结203卸灰阀下料点至S-7,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1329,8#烧结204卸灰阀下料点至S-7,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1330,205卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1331,206卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1332,207卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1333,208卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1334,209卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1335,210卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1336,211卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1337,212卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1338,213卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1339,214卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1340,215卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1341,216卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1342,217卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1343,218卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1344,219卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1345,220卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1346,105卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1347,106卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1348,107卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1349,108卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1350,109卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1351,110卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1352,111卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1353,112卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1354,113卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1355,114卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1356,115卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1357,116卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1358,117卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1359,118卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1360,119卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1361,120卸灰阀下料点至S-6,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1362,101卸灰阀下料点至S-5,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1363,102卸灰阀下料点至S-5,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1364,103卸灰阀下料点至S-5,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1365,104卸灰阀下料点至S-5,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1366,1#撒料至8S-9皮带落料,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1367,2#撒料至8S-9皮带落料,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1368,3#撒料至8S-9皮带落料,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1369,4#撒料至8S-9皮带落料,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1370,8S-9皮带机头给料,简单运输,上级排放源名称1,1#撒料至8S-9皮带落料,JSSG_QD_YS4_1366
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1371,S-4、S-5皮带机头给料接,简单运输,上级排放源名称1,101卸灰阀下料点至S-5,JSSG_QD_YS4_1362
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1372,5#撒料至S-4皮带落料,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1373,6#撒料至S-4皮带落料,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1374,7#撒料至S-4皮带落料,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1375,8#撒料至S-4皮带落料,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1376,9#撒料至S-4皮带落料,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1377,10#撒料至S-4皮带落料,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1378,11#撒料至S-4皮带落料,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1379,12#撒料至S-4皮带落料,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1380,13#撒料至S-4皮带落料,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1381,14#撒料至S-4皮带落料,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1382,15#撒料至S-4皮带落料,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1383,16#撒料至S-4皮带落料,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1384,17#撒料至S-4皮带落料,简单运输,上级排放源名称1,@YS4_8S_8#烧结机,JSSG_QD_YS4_2021
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1385,S-6、S-7皮带机头给料接,简单运输,上级排放源名称1,8#烧结201卸灰阀下料点至S-7,JSSG_QD_YS4_1326
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1386,8S-8皮带机头给料接,简单运输,上级排放源名称1,带冷机卸灰阀1,JSSG_QD_YS4_1387
