一级单位,二级单位,三级单位,清单ID,排放源名称,清单属性,上级排放源编号1,上级排放源名称1,上级排放源编号2,上级排放源名称2,上级排放源编号3,上级排放源名称3,上级排放源编号4,上级排放源名称4,上级排放源编号5,上级排放源名称5,上级排放源编号6,上级排放源名称6,上级排放源编号7,上级排放源名称7,上级排放源编号8,上级排放源名称8,上级排放源编号9,上级排放源名称9,上级排放源编号10,上级排放源名称10,上级排放源编号11,上级排放源名称11,上级排放源编号12,上级排放源名称12,上级排放源编号13,上级排放源名称13,上级排放源编号14,上级排放源名称14,上级排放源编号15,上级排放源名称15,上级排放源编号16,上级排放源名称16,上级排放源编号17,上级排放源名称17,上级排放源编号18,上级排放源名称18,上级排放源编号19,上级排放源名称19,上级排放源编号20,上级排放源名称20,上级排放源编号21,上级排放源名称21,上级排放源编号22,上级排放源名称22,上级排放源编号23,上级排放源名称23,上级排放源编号24,上级排放源名称24,上级排放源编号25,上级排放源名称25,上级排放源编号26,上级排放源名称26,上级排放源编号27,上级排放源名称27,上级排放源编号28,上级排放源名称28,上级排放源编号29,上级排放源名称29,上级排放源编号30,上级排放源名称30,上级排放源编号31,上级排放源名称31,上级排放源编号32,上级排放源名称32,上级排放源编号33,上级排放源名称33,上级排放源编号34,上级排放源名称34,上级排放源编号35,上级排放源名称35,上级排放源编号36,上级排放源名称36,上级排放源编号37,上级排放源名称37,上级排放源编号38,上级排放源名称38,上级排放源编号39,上级排放源名称39,上级排放源编号40,上级排放源名称40,上级排放源编号41,上级排放源名称41,上级排放源编号42,上级排放源名称42,上级排放源编号43,上级排放源名称43,上级排放源编号44,上级排放源名称44
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1053,G103-1,简单运输,JSSG_QD_YS1_1151,J203至G103-1、G204-1皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1054,G102,简单运输,JSSG_QD_YS1_1155,G101R皮带至G102皮带落料点,JSSG_QD_YS1_1157,G202R皮带至G102皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1055,J203,简单运输,JSSG_QD_YS1_1152,J202至J203皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1056,J202,简单运输,JSSG_QD_YS2_1429,J202机尾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1057,BY11,简单运输,JSSG_QD_YS1_1171,BY09至BY11皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1058,BY10,简单运输,JSSG_QD_YS1_1033,BY06至BY10落料点,JSSG_QD_YS1_1001,BY07A至BY10皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1059,BY09,简单运输,JSSG_QD_YS1_1172,BY05至BY09皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1060,BY07B,简单运输,JSSG_QD_YS1_1170,BY10至BY07B皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1061,BY07A,简单运输,JSSG_QD_YS1_1173,BY04至BY07A皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1062,BY06,简单运输,JSSG_QD_YS1_1154,G203至BY06皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1063,BY05,简单运输,JSSG_QD_YS1_1153,G102至BY05皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1064,BY03,简单运输,JSSG_QD_YS1_1175,B104至BY03皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1065,焦炭管带机,简单运输,JSSG_QD_YS2_1430,焦炭管带机机尾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1068,Y202头部料斗,简单运输,JSSG_QD_YS1_1007,Y201R至Y202皮带落料点,JSSG_QD_YS1_1023,Y204至Y202皮带落料点,JSSG_QD_YS1_1024,Y205至Y202皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1069,Y205头部料斗,简单运输,JSSG_QD_YS1_1209,Y201至Y205皮带落料点,JSSG_QD_YS1_1256,Y205焦贮仓1-2仓,JSSG_QD_YS1_1257,Y205焦贮仓1-3仓,JSSG_QD_YS1_1258,Y205焦贮仓1-4仓,JSSG_QD_YS1_1259,Y205焦贮仓1-5仓,JSSG_QD_YS1_1260,Y205焦贮仓1-6仓,JSSG_QD_YS1_1261,Y205焦贮仓1-7仓,JSSG_QD_YS1_1262,Y205焦贮仓1-8仓,JSSG_QD_YS1_1263,Y205焦贮仓1-9仓,JSSG_QD_YS1_1264,Y205焦贮仓1-10仓,JSSG_QD_YS1_1265,Y205焦贮仓1-11仓,JSSG_QD_YS1_1266,Y205焦贮仓2-1仓,JSSG_QD_YS1_1267,Y205焦贮仓2-2仓,JSSG_QD_YS1_1268,Y205焦贮仓2-3仓,JSSG_QD_YS1_1269,Y205焦贮仓2-4仓,JSSG_QD_YS1_1270,Y205焦贮仓2-5仓,JSSG_QD_YS1_1271,Y205焦贮仓2-6仓,JSSG_QD_YS1_1272,Y205焦贮仓2-7仓,JSSG_QD_YS1_1273,Y205焦贮仓2-8仓,JSSG_QD_YS1_1274,Y205焦贮仓2-9仓,JSSG_QD_YS1_1275,Y205焦贮仓2-10仓,JSSG_QD_YS1_1276,Y205焦贮仓3-1仓,JSSG_QD_YS1_1277,Y205焦贮仓3-2仓,JSSG_QD_YS1_1278,Y205焦贮仓3-3仓,JSSG_QD_YS1_1279,Y205焦贮仓3-4仓,JSSG_QD_YS1_1280,Y205焦贮仓3-5仓,JSSG_QD_YS1_1281,Y205焦贮仓3-6仓,JSSG_QD_YS1_1282,Y205焦贮仓3-7仓,JSSG_QD_YS1_1283,Y205焦贮仓3-8仓,JSSG_QD_YS1_1284,Y205焦贮仓4-1仓,JSSG_QD_YS1_1285,Y205焦贮仓4-2仓,JSSG_QD_YS1_1286,Y205焦贮仓4-3仓,JSSG_QD_YS1_1287,Y205焦贮仓4-4仓,JSSG_QD_YS1_1288,Y205焦贮仓4-5仓,JSSG_QD_YS1_1289,Y205焦贮仓4-6仓,JSSG_QD_YS1_1290,Y205焦贮仓4-7仓,JSSG_QD_YS1_1291,Y205焦贮仓4-8仓,JSSG_QD_YS1_1292,Y205焦贮仓5#小仓,JSSG_QD_YS1_1293,Y205焦贮仓6#小仓,JSSG_QD_YS1_1294,Y205焦贮仓7#小仓,JSSG_QD_YS1_1295,Y205焦贮仓8#小仓,JSSG_QD_YS1_1296,Y205焦贮仓9#小仓,JSSG_QD_YS1_1297,Y205焦贮仓10#小仓,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1070,Y204头部料斗,简单运输,JSSG_QD_YS1_1210,Y201至Y204皮带落料点,JSSG_QD_YS1_1298,Y204焦贮仓11#小仓,JSSG_QD_YS1_1299,Y204焦贮仓12#小仓,JSSG_QD_YS1_1300,Y204焦贮仓13#小仓,JSSG_QD_YS1_1301,Y204焦贮仓14#小仓,JSSG_QD_YS1_1302,Y204焦贮仓15#小仓,JSSG_QD_YS1_1303,Y204焦贮仓16#小仓,JSSG_QD_YS1_1304,Y204焦贮仓1-1仓,JSSG_QD_YS1_1305,Y204焦贮仓1-2仓,JSSG_QD_YS1_1306,Y204焦贮仓1-3仓,JSSG_QD_YS1_1307,Y204焦贮仓1-4仓,JSSG_QD_YS1_1308,Y204焦贮仓1-5仓,JSSG_QD_YS1_1309,Y204焦贮仓1-6仓,JSSG_QD_YS1_1310,Y204焦贮仓1-7仓,JSSG_QD_YS1_1311,Y204焦贮仓1-8仓,JSSG_QD_YS1_1312,Y204焦贮仓1-9仓,JSSG_QD_YS1_1313,Y204焦贮仓1-10仓,JSSG_QD_YS1_1314,Y204焦贮仓1-11仓,JSSG_QD_YS1_1315,Y204焦贮仓2-1仓,JSSG_QD_YS1_1316,Y204焦贮仓2-2仓,JSSG_QD_YS1_1317,Y204焦贮仓2-3仓,JSSG_QD_YS1_1318,Y204焦贮仓2-4仓,JSSG_QD_YS1_1319,Y204焦贮仓2-5仓,JSSG_QD_YS1_1320,Y204焦贮仓2-6仓,JSSG_QD_YS1_1321,Y204焦贮仓2-7仓,JSSG_QD_YS1_1322,Y204焦贮仓2-8仓,JSSG_QD_YS1_1323,Y204焦贮仓2-9仓,JSSG_QD_YS1_1324,Y204焦贮仓2-10仓,JSSG_QD_YS1_1325,Y204焦贮仓3-1仓,JSSG_QD_YS1_1326,Y204焦贮仓3-2仓,JSSG_QD_YS1_1327,Y204焦贮仓3-3仓,JSSG_QD_YS1_1328,Y204焦贮仓3-4仓落料点,JSSG_QD_YS1_1329,Y204焦贮仓3-5仓落料点,JSSG_QD_YS1_1330,Y204焦贮仓3-6仓落料点,JSSG_QD_YS1_1331,Y204焦贮仓3-7仓落料点,JSSG_QD_YS1_1332,Y204焦贮仓3-8仓落料点,JSSG_QD_YS1_1333,Y204焦贮仓4-1仓落料点,JSSG_QD_YS1_1334,Y204焦贮仓4-2仓落料点,JSSG_QD_YS1_1335,Y204焦贮仓4-3仓落料点,JSSG_QD_YS1_1336,Y204焦贮仓4-4仓落料点,JSSG_QD_YS1_1337,Y204焦贮仓4-5仓落料点,JSSG_QD_YS1_1338,Y204焦贮仓4-6仓落料点,JSSG_QD_YS1_1339,Y204焦贮仓4-7仓落料点,JSSG_QD_YS1_1340,Y204焦贮仓4-8仓落料点
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1071,Y203头部料斗,简单运输,JSSG_QD_YS1_1348,Y203机头,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1072,Y201头部料斗,简单运输,JSSG_QD_YS1_1215,焦炭筛分至Y201皮带落料点1,JSSG_QD_YS1_1214,焦炭筛分至Y201皮带落料点2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1073,Y106堆高机落料点,堆料设备,JSSG_QD_YS1_1212,Y105至Y106皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1074,Y105头部料斗,简单运输,JSSG_QD_YS1_1213,焦炭筛分至Y105皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1075,Y104头部料斗,简单运输,JSSG_QD_YS1_1217,Y102至Y104皮带落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1076,Y102头部料斗,简单运输,JSSG_QD_YS1_1218,Y101R至Y102皮带落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1077,Y101头部料斗,简单运输,JSSG_QD_YS1_0000,303#卸船机、304#卸船机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1078,SY002头部料斗,简单运输,JSSG_QD_YS3_1208,Z6-3机头，至SY002（一车间),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1079,烧结矿管带机尾部料斗,简单运输,JSSG_QD_YS1_1121,SY002至烧结矿管带机落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1080,烧结矿管带机头部料斗,简单运输,JSSG_QD_YS1_1079,烧结矿管带机尾部料斗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1081,6BC头部料斗,简单运输,JSSG_QD_YS1_1140,4BC至6BC皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1082,M102头部料斗,简单运输,JSSG_QD_YS1_1142,5BC至M102皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1083,5BC头部料斗,简单运输,JSSG_QD_YS1_1143,4BC至5BC皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1084,4BC头部料斗,简单运输,JSSG_QD_YS1_1144,3BC至4BC皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1085,3BC头部料斗,简单运输,JSSG_QD_YS1_1145,2BC至3BC皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1086,2BC头部料斗,简单运输,JSSG_QD_YS1_1012,桥基至2BC落料点1,JSSG_QD_YS1_1013,桥基至2BC落料点2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,污泥处理站,JSSG_QD_YS1_1087,污泥3#头部料斗,简单运输,JSSG_QD_YS1_1088,污泥双绞笼搅拌站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,污泥处理站,JSSG_QD_YS1_1088,污泥双绞笼搅拌站,简单运输,JSSG_QD_YS1_1133,双角笼搅拌站至污泥3#皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,污泥处理站,JSSG_QD_YS1_1089,污泥2#头部料斗,简单运输,JSSG_QD_YS1_1126,污泥集中灰仓至污泥2#皮带落料点,JSSG_QD_YS1_1127,污泥反矿仓至污泥2#皮带落料点,JSSG_QD_YS1_1125,污泥7#至污泥2#皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,污泥处理站,JSSG_QD_YS1_1090,污泥2#至双角笼搅拌站,简单运输,JSSG_QD_YS1_1089,污泥2#头部料斗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,污泥处理站,JSSG_QD_YS1_1091,污泥7#头部料斗,简单运输,JSSG_QD_YS1_1129,污泥9#至污泥7#皮带落料点,JSSG_QD_YS1_1132,污泥8#至污泥7#皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,污泥处理站,JSSG_QD_YS1_1092,污泥9#头部料斗,简单运输,JSSG_QD_YS1_1093,污泥9#搅拌站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,污泥处理站,JSSG_QD_YS1_1094,污泥8#头部料斗,简单运输,JSSG_QD_YS1_1095,污泥8#搅拌站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1096,S8头部料斗,简单运输,JSSG_QD_YS1_1181,S7到S8皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1097,S7头部料斗,简单运输,JSSG_QD_YS1_1182,S6到S7皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1098,S6头部料斗,简单运输,JSSG_QD_YS1_1183,S2，块矿筛分到S6皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1099,S3头部料斗,简单运输,JSSG_QD_YS1_1186,S9到S3皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1100,S2头部料斗,简单运输,JSSG_QD_YS1_1101,S1头部料斗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1101,S1头部料斗,简单运输,JSSG_QD_YS1_1102,S5头部料斗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1102,S5头部料斗,简单运输,JSSG_QD_YS1_1184,KY-2到S5皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1103,B104头部料斗,简单运输,JSSG_QD_YS1_1221,B104机头,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1104,B103头部料斗,简单运输,JSSG_QD_YS1_1177,B102至B103头皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1105,B102头部料斗,简单运输,JSSG_QD_YS1_1178,B101B至B102皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1106,B101B头部料斗,简单运输,JSSG_QD_YS1_1003,B101B头轮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1107,S5-1头部料斗,简单运输,JSSG_QD_YS1_1180,KY-2到S5-1皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1108,KY-2头部料斗,简单运输,JSSG_QD_YS1_1189,KY-1到KY-2皮带机落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,1#料场,JSSG_QD_YS1_1109,KY-1头部料斗,简单运输,JSSG_QD_YS1_1014,桥基至KY-1落料点1,JSSG_QD_YS1_1015,桥基至KY-1落料点2,JSSG_QD_YS1_1016,桥基至KY-1落料点3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1110,老Y202头部料斗,简单运输,JSSG_QD_YS1_0000,2#DQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1111,老Y102头部料斗,简单运输,JSSG_QD_YS1_1164,Y201R至老Y102皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,2#料场,JSSG_QD_YS1_1112,Y201R头部料斗,简单运输,JSSG_QD_YS1_1165,Y101R至Y201R皮带落料点,JSSG_QD_YS1_1008,S8至Y201R皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,2#料场,JSSG_QD_YS1_1113,Y101R头部料斗,简单运输,JSSG_QD_YS1_1166,BC-2至Y101R皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,2#料场,JSSG_QD_YS1_1114,BC-2头部料斗,简单运输,JSSG_QD_YS1_1167,BC-1至BC-2皮带落料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,2#料场,JSSG_QD_YS1_1115,BC-1头部料斗,简单运输,JSSG_QD_YS1_1010,桥基至BC-1落料点1,JSSG_QD_YS1_1011,桥基至BC-1落料点2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1116,焦炭管带机至Y203皮带落料点,简单运输,JSSG_QD_YS1_1065,焦炭管带机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂一车间,高炉直供系统,JSSG_QD_YS1_1117,二车间皮带至焦炭管带落料点,简单运输,跨区域，编号待定,二车间皮带（待定）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
