一级单位,二级单位,三级单位,清单ID,排放源名称,清单属性,上级排放源编号1,上级排放源名称1,上级排放源编号2,上级排放源名称2,上级排放源编号3,上级排放源名称3,上级排放源编号4,上级排放源名称4,上级排放源编号5,上级排放源名称5,上级排放源编号6,上级排放源名称6,上级排放源编号7,上级排放源名称7,上级排放源编号8,上级排放源名称8,上级排放源编号9,上级排放源名称9,上级排放源编号10,上级排放源名称10,上级排放源编号11,上级排放源名称11,上级排放源编号12,上级排放源名称12,上级排放源编号13,上级排放源名称13,上级排放源编号14,上级排放源名称14,上级排放源编号15,上级排放源名称15,上级排放源编号16,上级排放源名称16,上级排放源编号17,上级排放源名称17,上级排放源编号18,上级排放源名称18,上级排放源编号19,上级排放源名称19,上级排放源编号20,上级排放源名称20,上级排放源编号21,上级排放源名称21,上级排放源编号22,上级排放源名称22,上级排放源编号23,上级排放源名称23,上级排放源编号24,上级排放源名称24,上级排放源编号25,上级排放源名称25,上级排放源编号26,上级排放源名称26,上级排放源编号27,上级排放源名称27,上级排放源编号28,上级排放源名称28,上级排放源编号29,上级排放源名称29,上级排放源编号30,上级排放源名称30,上级排放源编号31,上级排放源名称31,上级排放源编号32,上级排放源名称32,上级排放源编号33,上级排放源名称33,上级排放源编号34,上级排放源名称34,上级排放源编号35,上级排放源名称35,上级排放源编号36,上级排放源名称36,上级排放源编号37,上级排放源名称37,上级排放源编号38,上级排放源名称38,上级排放源编号39,上级排放源名称39,上级排放源编号40,上级排放源名称40,上级排放源编号41,上级排放源名称41,上级排放源编号42,上级排放源名称42,上级排放源编号43,上级排放源名称43,上级排放源编号44,上级排放源名称44
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1505,焦粉除尘卸灰至1-1皮带,简单运输,JSSG_QD_YS4_0000,焦粉除尘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1506,8#配料除尘卸灰至8H1-1,简单运输,JSSG_QD_YS4_0000,配料除尘器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1507,8#机尾除尘卸灰至8HC-1皮带（3个）,简单运输,JSSG_QD_YS4_0000,8#机尾除尘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1508,8HC-1皮带机头给料接8HL-1,简单运输,JSSG_QD_YS4_1507,8#机尾除尘卸灰至8HC-1皮带（3个）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1509,8HL-1皮带受料（8HC-1给料）,简单运输,JSSG_QD_YS4_1508,8HC-1皮带机头给料接8HL-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_1510,整粒除尘除尘卸灰至8HC-1（3个）,简单运输,JSSG_QD_YS4_0000,整粒除尘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1511,LS-3G给料接4#机二系列筛,简单运输,JSSG_QD_YS4_1240,LS-3G受料（LS-1G给料）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1512,LS-7机头给料接8SZ5-1皮带,简单运输,JSSG_QD_YS4_1464,8#机一系列筛子一次筛至LS-7尾部,JSSG_QD_YS4_1465,8#机二系列筛子一次筛至LS-7尾部,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1513,8SZ5-1皮带受料（LS-7给料）,简单运输,JSSG_QD_YS4_1512,LS-7机头给料接8SZ5-1皮带,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1514,8SZ5-1皮带机头给料接,简单运输,JSSG_QD_YS4_1513,8SZ5-1皮带受料（LS-7给料）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1515,8SZ5-1皮带给料至下层皮带落料,简单运输,JSSG_QD_YS4_1514,8SZ5-1皮带机头给料接,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1516,8HL-2受料（8HL-1给料）,简单运输,JSSG_QD_YS4_1502,8HL-1机头给料接8HL-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_1517,8HL-2机头给料进仓,简单运输,JSSG_QD_YS4_1516,8HL-2受料（8HL-1给料）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,高炉直供系统,JSSG_QD_YS4_1518,13-2皮带机头给料,简单运输,JSSG_QD_YS4_1274,13-2皮带机尾受料（10-2给料）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,高炉直供系统,JSSG_QD_YS4_1519,13-3皮带机头,简单运输,JSSG_QD_YS4_1273,13-3皮带机尾受料（10-3）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1520,12-1皮带机头给料接13-4,简单运输,JSSG_QD_YS4_1283,4#机成品1#仓至给料机至12-1皮带,JSSG_QD_YS4_1284,4#机成品2#仓至给料机至12-1皮带,JSSG_QD_YS4_1285,4#机成品3#仓至给料机至12-1皮带,JSSG_QD_YS4_1286,4#机成品4#仓至给料机至12-1皮带,JSSG_QD_YS4_1287,4#机成品5#仓至给料机至12-1皮带,JSSG_QD_YS4_1288,4#机成品6#仓至给料机至12-1皮带,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1521,13-4皮带受料（12-1给料）,简单运输,JSSG_QD_YS4_1520,12-1皮带机头给料接13-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1522,13-4皮带机头给料接13-5,简单运输,JSSG_QD_YS4_1521,13-4皮带受料（12-1给料）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1523,13-5皮带受料（13-4给料）,简单运输,JSSG_QD_YS4_1522,13-4皮带机头给料接13-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_1524,13-5皮带机头给料,简单运输,JSSG_QD_YS4_1523,13-5皮带受料（13-4给料）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_2001,4#烧结机一次混合机,混料设备,JSSG_QD_YS4_1109,4H1-1给料接一次混合机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_2002,4#烧结机二次混合机,混料设备,JSSG_QD_YS4_1111,H2-1机头给料接二次混合机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_2003,4#烧结机单辊破,破碎设备,JSSG_QD_YS4_2020,@YS4_4S_4#烧结机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_2004,4#烧结机环冷机,冷却设备,JSSG_QD_YS4_1185,单辊破至烧结环冷落料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_2005,RP-8对辊破碎机,破碎设备,JSSG_QD_YS4_1197,RP-8皮带给料接RP-8对辊破碎机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_2006,RP-7对辊破碎机,破碎设备,JSSG_QD_YS4_1199,RP-7皮带给料接RP-7对辊破碎机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_2007,RP-4对辊破碎机,破碎设备,JSSG_QD_YS4_1201,RP-4皮带给料接RP-4对辊破碎机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_2008,RP-3对辊破碎机,破碎设备,JSSG_QD_YS4_1203,RP-3皮带给料接RP-3对辊破碎机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_2009,RP-10四辊破碎机,破碎设备,JSSG_QD_YS4_1212,RP-10皮带给料接RP-10四辊破碎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_2010,RP-9四辊破碎机,破碎设备,JSSG_QD_YS4_1213,RP-9皮带给料接RP-9四辊破碎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_2011,RP-6四辊破碎机,破碎设备,JSSG_QD_YS4_1214,RP-6皮带给料接RP-6四辊破碎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,YS4供料系统,JSSG_QD_YS4_2012,RP-5四辊破碎机,破碎设备,JSSG_QD_YS4_1215,RP-5皮带给料接RP-5四辊破碎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_2013,4#机一系列筛子,筛分设备,JSSG_QD_YS4_1236,4#机一系列筛子受料（LS-1G给料）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_2014,4#机二系列筛子,筛分设备,JSSG_QD_YS4_1237,4#机二系列筛子受料（LS-3G给料）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_2015,8#机一系列筛子,筛分设备,JSSG_QD_YS4_1242,LS-6皮带机头给料接8#机筛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_2016,8#机二系列筛子,筛分设备,JSSG_QD_YS4_1242,LS-6皮带机头给料接8#机筛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_2017,8#烧结机一次混合机,混料设备,JSSG_QD_YS4_1248,8H-1皮带给料至一次混合机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_2018,8#烧结机二次混合机,混料设备,JSSG_QD_YS4_1307,8H2-1皮带机头给料至二次混合机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_2019,8#烧结机单辊破,破碎设备,JSSG_QD_YS4_2021,@YS4_8S_8#烧结机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_2022,@YS4_8S_8#烧结机带冷机,冷却设备,JSSG_QD_YS4_2019,8#烧结机单辊破,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,4#烧结,JSSG_QD_YS4_2020,@YS4_4S_4#烧结机,烧结机,JSSG_QD_YS4_1122,烧结机铺底料,JSSG_QD_YS4_1123,烧结机混合料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂四车间,8#烧结,JSSG_QD_YS4_2021,@YS4_8S_8#烧结机,烧结机,JSSG_QD_YS4_1429,8#烧结烧结铺底料,JSSG_QD_YS4_1430,8#烧结烧结混合料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1001,17号生石灰真空吸排罐车输送口,简单运输,JSSG_QD_YS5_0000,真空吸排罐车,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1002,18号生石灰真空吸排罐车输送口,简单运输,JSSG_QD_YS5_0000,真空吸排罐车,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1003,Z1-1皮带受料点1（九车间703）,简单运输,跨区域，编号待定,九车间703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1004,Z1-1皮带受料点2（九车间603）,简单运输,跨区域，编号待定,九车间603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1005,Z1-1皮带机头卸料点,简单运输,JSSG_QD_YS5_1003,Z1-1皮带受料点1（九车间703）,JSSG_QD_YS5_1004,Z1-1皮带受料点2（九车间603）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1006,P-1皮带机尾受料点,简单运输,JSSG_QD_YS5_1005,Z1-1皮带机头卸料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1007,P-1皮带机头卸料点,简单运输,JSSG_QD_YS5_1006,P-1皮带机尾受料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1008,P-2移动布料小车受料点,简单运输,JSSG_QD_YS5_1007,P-1皮带机头卸料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1009,P-2移动布料小车东卸料点,简单运输,JSSG_QD_YS5_1008,P-2移动布料小车受料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1010,P-2移动布料小车西卸料点,简单运输,JSSG_QD_YS5_1008,P-2移动布料小车受料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1011,Z6-1皮带机头卸料点,简单运输,JSSG_QD_YS5_1214,Z6-1皮带受料点1,JSSG_QD_YS5_1215,Z6-1皮带受料点2,JSSG_QD_YS5_1216,Z6-1皮带受料点3,JSSG_QD_YS5_1217,Z6-1皮带受料点4,JSSG_QD_YS5_1218,Z6-1皮带受料点5,JSSG_QD_YS5_1219,Z6-1皮带受料点6（最东侧）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1012,S-3机尾受料点,简单运输,JSSG_QD_YS5_1011,Z6-1皮带机头卸料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1013,P-5机头卸料点,简单运输,JSSG_QD_YS5_1233,P-5皮带受料点（Z6-2）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1014,8号内返矿仓入口,简单运输,JSSG_QD_YS5_1013,P-5机头卸料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1015,9号内返矿仓入口,简单运输,JSSG_QD_YS5_1013,P-5机头卸料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1016,P-8移动小车受料点,简单运输,JSSG_QD_YS5_1019,P-7卸料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1017,P-8移动小车东卸料点,简单运输,JSSG_QD_YS5_1016,P-8移动小车受料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1018,P-8移动小车西卸料点,简单运输,JSSG_QD_YS5_1016,P-8移动小车受料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1019,P-7卸料点,简单运输,JSSG_QD_YS5_1020,P-7受料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1020,P-7受料点,简单运输,JSSG_QD_YS5_1023,P-6受料点（九车间NR104）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1021,P-7可逆皮带卸料点,简单运输,JSSG_QD_YS5_1020,P-7受料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1022,P-6机头,简单运输,JSSG_QD_YS5_1023,P-6受料点（九车间NR104）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1023,P-6受料点（九车间NR104）,简单运输,跨区域，编号待定,九车间NR104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1024,SZ2-3皮带机尾受料点,简单运输,JSSG_QD_YS5_1021,P-7可逆皮带卸料点,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1025,14号除尘灰仓入口,简单运输,JSSG_QD_YS5_0000,气力输送,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1026,15号除尘灰仓入口,简单运输,JSSG_QD_YS5_0000,气力输送,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1027,16号脱硫灰仓入口,简单运输,JSSG_QD_YS5_0000,罐车气力输送,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1028,17号生石灰仓入口,简单运输,JSSG_QD_YS5_0000,罐车气力输送,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原料烧结厂,原料烧结厂五车间,新1#烧结,JSSG_QD_YS5_1029,18号生石灰仓入口,简单运输,JSSG_QD_YS5_0000,罐车气力输送,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
